date,region,product,units_sold,price,revenue,promotion_flag,discount_pct,temperature,rainfall_mm,is_holiday
13-02-2024,East,Cola_Zero,735,45,33075,0,0,25.49,0.84,0
13-02-2024,West,Cola_Classic,1202,40,48080,0,0,26.55,0.87,0
13-02-2024,West,Cola_Zero,784,45,35280,0,0,27.08,0.35,0
14-02-2024,North,Cola_Classic,1162,40,46480,0,0,28.87,4.63,0
14-02-2024,North,Cola_Zero,727,45,32715,0,0,23.51,0.15,0
14-02-2024,South,Cola_Classic,1408,34.47,48530.47,1,13.83,25.87,1.12,0
14-02-2024,South,Cola_Zero,687,45,30915,0,0,29.46,0.02,0
14-02-2024,East,Cola_Classic,1716,32.58,55913.38,1,18.54,31.89,1.22,0
14-02-2024,East,Cola_Zero,724,45,32580,0,0,27.07,0.11,0
14-02-2024,West,Cola_Classic,999,40,39960,0,0,17.82,0.2,0
14-02-2024,West,Cola_Zero,638,45,28710,0,0,24.97,1.12,0
15-02-2024,North,Cola_Classic,1306,37.14,48498.34,1,7.16,23.84,0.89,0
15-02-2024,North,Cola_Zero,849,45,38205,0,0,30.12,0.48,0
15-02-2024,South,Cola_Classic,1089,40,43560,0,0,23.79,0.2,0
15-02-2024,South,Cola_Zero,647,45,29115,0,0,25.28,0.77,0
15-02-2024,East,Cola_Classic,1118,40,44720,0,0,25.36,1.42,0
15-02-2024,East,Cola_Zero,973,36.67,35684.58,1,18.5,22.13,0.97,0
15-02-2024,West,Cola_Classic,1153,40,46120,0,0,24.86,1.2,0
15-02-2024,West,Cola_Zero,696,45,31320,0,0,19.37,0.34,0
16-02-2024,North,Cola_Classic,1213,40,48520,0,0,28.39,0.6,0
16-02-2024,North,Cola_Zero,772,45,34740,0,0,25.02,0.64,0
16-02-2024,South,Cola_Classic,1141,40,45640,0,0,23.34,0.49,0
16-02-2024,South,Cola_Zero,868,42.26,36679.39,1,6.09,24.39,0.87,0
16-02-2024,East,Cola_Classic,1344,36.4,48926.56,1,8.99,27.2,0,0
16-02-2024,East,Cola_Zero,795,40.65,32317.1,1,9.67,21.83,0.38,0
16-02-2024,West,Cola_Classic,1198,40,47920,0,0,24.14,0.19,0
16-02-2024,West,Cola_Zero,696,45,31320,0,0,20.79,1.28,0
17-02-2024,North,Cola_Classic,1097,40,43880,0,0,20.23,0.23,0
17-02-2024,North,Cola_Zero,724,45,32580,0,0,21.81,0.54,0
17-02-2024,South,Cola_Classic,1210,40,48400,0,0,28.44,0.8,0
17-02-2024,South,Cola_Zero,783,45,35235,0,0,25.52,0.45,0
17-02-2024,East,Cola_Classic,1083,40,43320,0,0,27.39,1.13,0
17-02-2024,East,Cola_Zero,937,40.6,38044.17,1,9.77,29.02,1.49,0
17-02-2024,West,Cola_Classic,1112,37.15,41311.23,1,7.12,20.67,1.97,0
17-02-2024,West,Cola_Zero,633,45,28485,0,0,26.96,2.24,0
18-02-2024,North,Cola_Classic,1053,40,42120,0,0,22.6,0.41,0
18-02-2024,North,Cola_Zero,741,45,33345,0,0,22.06,2.61,0
18-02-2024,South,Cola_Classic,988,40,39520,0,0,22.42,1.46,0
18-02-2024,South,Cola_Zero,760,45,34200,0,0,26.58,2.65,0
18-02-2024,East,Cola_Classic,1160,37.69,43718.7,1,5.78,21.26,0.3,0
18-02-2024,East,Cola_Zero,733,45,32985,0,0,25.19,1.9,0
18-02-2024,West,Cola_Classic,1133,40,45320,0,0,25.29,0.49,0
18-02-2024,West,Cola_Zero,815,40.71,33179.97,1,9.53,28.16,0.32,0
19-02-2024,North,Cola_Classic,1446,35.21,50917.71,1,11.97,28.39,0.37,0
19-02-2024,North,Cola_Zero,889,41.92,37271.02,1,6.83,23.93,1.02,0
19-02-2024,South,Cola_Classic,1291,36.73,47416.94,1,8.18,25.18,0.15,0
19-02-2024,South,Cola_Zero,833,45,37485,0,0,25.22,0.82,0
19-02-2024,East,Cola_Classic,1077,40,43080,0,0,22.06,0.11,0
19-02-2024,East,Cola_Zero,878,41.26,36224.54,1,8.32,24.86,0.03,0
19-02-2024,West,Cola_Classic,1037,40,41480,0,0,25.66,2.55,0
19-02-2024,West,Cola_Zero,799,41.39,33074.58,1,8.01,30.17,0.17,0
20-02-2024,North,Cola_Classic,1088,40,43520,0,0,25.24,0.71,0
20-02-2024,North,Cola_Zero,916,37.67,34503.14,1,16.3,22.56,0.69,0
20-02-2024,South,Cola_Classic,1101,40,44040,0,0,27.14,0.73,0
20-02-2024,South,Cola_Zero,727,45,32715,0,0,20.35,0.22,0
20-02-2024,East,Cola_Classic,1178,36.42,42898.28,1,8.96,23.08,0.15,0
20-02-2024,East,Cola_Zero,806,45,36270,0,0,28.35,1.24,0
20-02-2024,West,Cola_Classic,1118,40,44720,0,0,23.36,0.02,0
20-02-2024,West,Cola_Zero,729,45,32805,0,0,27.49,1.29,0
21-02-2024,North,Cola_Classic,1407,33.44,47044.32,1,16.41,24.59,0.32,0
21-02-2024,North,Cola_Zero,803,45,36135,0,0,30.39,1.21,0
21-02-2024,South,Cola_Classic,1345,40,53800,0,0,31.04,1.18,0
21-02-2024,South,Cola_Zero,849,45,38205,0,0,26.95,0.22,0
21-02-2024,East,Cola_Classic,1093,40,43720,0,0,25.19,1.42,0
21-02-2024,East,Cola_Zero,781,45,35145,0,0,26.86,0.24,0
21-02-2024,West,Cola_Classic,1154,40,46160,0,0,28.72,0.98,0
21-02-2024,West,Cola_Zero,755,45,33975,0,0,25.08,0.24,0
22-02-2024,North,Cola_Classic,1171,40,46840,0,0,27.25,0.41,0
22-02-2024,North,Cola_Zero,763,45,34335,0,0,26.35,1.52,0
22-02-2024,South,Cola_Classic,1142,40,45680,0,0,24.56,1.06,0
22-02-2024,South,Cola_Zero,681,45,30645,0,0,21.76,1.9,0
22-02-2024,East,Cola_Classic,1065,40,42600,0,0,23.83,2.49,0
22-02-2024,East,Cola_Zero,620,45,27900,0,0,21.46,0.71,0
22-02-2024,West,Cola_Classic,1177,40,47080,0,0,20.91,0.25,0
22-02-2024,West,Cola_Zero,858,45,38610,0,0,28.41,0.03,0
23-02-2024,North,Cola_Classic,1409,35.97,50683.65,1,10.07,27.54,1.05,0
23-02-2024,North,Cola_Zero,731,45,32895,0,0,23.61,1.44,0
23-02-2024,South,Cola_Classic,1077,40,43080,0,0,22.41,1.81,0
23-02-2024,South,Cola_Zero,851,45,38295,0,0,28.31,1.84,0
23-02-2024,East,Cola_Classic,1285,40,51400,0,0,27.61,0.03,0
23-02-2024,East,Cola_Zero,744,45,33480,0,0,24.13,0.44,0
23-02-2024,West,Cola_Classic,1045,40,41800,0,0,20.69,0.34,0
23-02-2024,West,Cola_Zero,852,39.36,33531.3,1,12.54,26.95,0.23,0
24-02-2024,North,Cola_Classic,1141,40,45640,0,0,27.58,3.96,0
24-02-2024,North,Cola_Zero,970,37.78,36642.56,1,16.05,21.82,0.11,0
24-02-2024,South,Cola_Classic,1175,40,47000,0,0,26.74,0.58,0
24-02-2024,South,Cola_Zero,729,45,32805,0,0,21.26,0.9,0
24-02-2024,East,Cola_Classic,1209,40,48360,0,0,35.26,0.18,0
24-02-2024,East,Cola_Zero,855,45,38475,0,0,24.26,0.67,0
24-02-2024,West,Cola_Classic,1045,40,41800,0,0,23.26,0.54,0
24-02-2024,West,Cola_Zero,755,45,33975,0,0,24.75,0.02,0
25-02-2024,North,Cola_Classic,1074,40,42960,0,0,29.84,1.79,0
25-02-2024,North,Cola_Zero,933,42.07,39255.7,1,6.5,29.3,1.14,0
25-02-2024,South,Cola_Classic,1061,40,42440,0,0,26.69,0.22,0
25-02-2024,South,Cola_Zero,822,45,36990,0,0,20.91,1.07,0
25-02-2024,East,Cola_Classic,1086,40,43440,0,0,24.43,2.22,0
25-02-2024,East,Cola_Zero,775,45,34875,0,0,27.82,0.36,0
25-02-2024,West,Cola_Classic,999,40,39960,0,0,20.27,0.75,0
25-02-2024,West,Cola_Zero,795,45,35775,0,0,25.89,0,0
26-02-2024,North,Cola_Classic,1222,36.02,44014.88,1,9.95,21.99,0.99,0
26-02-2024,North,Cola_Zero,733,45,32985,0,0,21.99,3.51,0
26-02-2024,South,Cola_Classic,1087,40,43480,0,0,27.53,0.86,0
26-02-2024,South,Cola_Zero,806,45,36270,0,0,25.68,0.38,0
26-02-2024,East,Cola_Classic,1159,40,46360,0,0,33.52,1.21,0
26-02-2024,East,Cola_Zero,752,39.81,29940.22,1,11.52,19.81,1.75,0
26-02-2024,West,Cola_Classic,1117,40,44680,0,0,28.82,0.02,0
26-02-2024,West,Cola_Zero,718,45,32310,0,0,21.66,0.36,0
27-02-2024,North,Cola_Classic,1044,40,41760,0,0,22.24,2.78,0
27-02-2024,North,Cola_Zero,748,45,33660,0,0,24.54,0.63,0
27-02-2024,South,Cola_Classic,1023,40,40920,0,0,27.84,0.14,0
27-02-2024,South,Cola_Zero,792,41.01,32479.98,1,8.87,20.57,0.68,0
27-02-2024,East,Cola_Classic,1293,34.87,45091.29,1,12.82,22.06,1.42,0
27-02-2024,East,Cola_Zero,711,45,31995,0,0,21.94,0.3,0
27-02-2024,West,Cola_Classic,1163,40,46520,0,0,25.99,0.82,0
27-02-2024,West,Cola_Zero,928,45,41760,0,0,34.44,0.89,0
28-02-2024,North,Cola_Classic,1128,40,45120,0,0,24.9,2.61,0
28-02-2024,North,Cola_Zero,719,45,32355,0,0,23.73,1.47,0
28-02-2024,South,Cola_Classic,1150,40,46000,0,0,25.93,1.1,0
28-02-2024,South,Cola_Zero,846,45,38070,0,0,28.13,0.49,0
28-02-2024,East,Cola_Classic,1161,40,46440,0,0,24.1,2.9,0
28-02-2024,East,Cola_Zero,733,45,32985,0,0,22.34,0.14,0
28-02-2024,West,Cola_Classic,1498,32.49,48669.71,1,18.78,23.6,0.74,0
28-02-2024,West,Cola_Zero,856,42.48,36363.81,1,5.6,24.89,0.61,0
29-02-2024,North,Cola_Classic,1459,33.24,48502.7,1,16.89,24.97,0.62,0
29-02-2024,North,Cola_Zero,745,45,33525,0,0,25.74,0.96,0
29-02-2024,South,Cola_Classic,1055,40,42200,0,0,20.5,0.16,0
29-02-2024,South,Cola_Zero,663,45,29835,0,0,21.11,0.31,0
29-02-2024,East,Cola_Classic,1076,40,43040,0,0,21.62,0.83,0
29-02-2024,East,Cola_Zero,817,45,36765,0,0,25.48,0.53,0
29-02-2024,West,Cola_Classic,1673,32.11,53727.21,1,19.71,27.62,0.91,0
29-02-2024,West,Cola_Zero,880,45,39600,0,0,28.38,0.39,0
01-03-2024,North,Cola_Classic,1467,40,58680,0,0,19.99,0.43,0
01-03-2024,North,Cola_Zero,1261,38.82,48947.75,1,13.74,25.68,2.15,0
01-03-2024,South,Cola_Classic,1525,40,61000,0,0,24.04,0.1,0
01-03-2024,South,Cola_Zero,991,45,44595,0,0,22.1,0.72,0
01-03-2024,East,Cola_Classic,1537,40,61480,0,0,24.49,0.76,0
01-03-2024,East,Cola_Zero,1194,40.73,48628.13,1,9.5,27.73,0.33,0
01-03-2024,West,Cola_Classic,1893,37.43,70848.91,1,6.43,30.31,0.26,0
01-03-2024,West,Cola_Zero,1066,45,47970,0,0,23.68,0.61,0
02-03-2024,North,Cola_Classic,1567,40,62680,0,0,29.03,1.72,0
02-03-2024,North,Cola_Zero,1112,45,50040,0,0,25.19,0.77,0
02-03-2024,South,Cola_Classic,1390,40,55600,0,0,22.59,2.99,0
02-03-2024,South,Cola_Zero,960,45,43200,0,0,25.64,1.34,0
02-03-2024,East,Cola_Classic,1543,40,61720,0,0,25.19,1.22,0
02-03-2024,East,Cola_Zero,1043,42.48,44304.9,1,5.6,23.11,0.2,0
02-03-2024,West,Cola_Classic,1465,40,58600,0,0,25.56,1.19,0
02-03-2024,West,Cola_Zero,1068,42.46,45347.47,1,5.64,21.98,0.56,0
03-03-2024,North,Cola_Classic,1628,40,65120,0,0,27.95,1.64,0
03-03-2024,North,Cola_Zero,1091,45,49095,0,0,26.02,1.71,0
03-03-2024,South,Cola_Classic,1681,40,67240,0,0,30.32,0.02,0
03-03-2024,South,Cola_Zero,1055,45,47475,0,0,25.47,0.04,0
03-03-2024,East,Cola_Classic,1541,40,61640,0,0,28.15,1.99,0
03-03-2024,East,Cola_Zero,1028,45,46260,0,0,23.63,0.9,0
03-03-2024,West,Cola_Classic,1673,40,66920,0,0,28.66,0.58,0
03-03-2024,West,Cola_Zero,1416,37.29,52796.81,1,17.14,24.36,0.04,0
04-03-2024,North,Cola_Classic,1700,40,68000,0,0,28,0.88,0
04-03-2024,North,Cola_Zero,1084,45,48780,0,0,28.44,1.19,0
04-03-2024,South,Cola_Classic,1964,33.25,65293.33,1,16.89,23.09,0.87,0
04-03-2024,South,Cola_Zero,1090,45,49050,0,0,26.15,0.74,0
04-03-2024,East,Cola_Classic,1840,36.96,68008.81,1,7.6,27.58,1.49,0
04-03-2024,East,Cola_Zero,1102,45,49590,0,0,23.43,0.1,0
04-03-2024,West,Cola_Classic,1759,35.27,62044.33,1,11.82,20.9,1.08,0
04-03-2024,West,Cola_Zero,949,45,42705,0,0,23.18,0.91,0
05-03-2024,North,Cola_Classic,2023,32.48,65702.47,1,18.81,28.01,1.49,0
05-03-2024,North,Cola_Zero,1254,38.9,48777.28,1,13.56,25.59,0.28,0
05-03-2024,South,Cola_Classic,1553,40,62120,0,0,26.85,0.9,0
05-03-2024,South,Cola_Zero,923,45,41535,0,0,23.63,0.13,0
05-03-2024,East,Cola_Classic,1518,40,60720,0,0,22.39,1.3,0
05-03-2024,East,Cola_Zero,1063,45,47835,0,0,21.75,0.06,0
05-03-2024,West,Cola_Classic,1731,40,69240,0,0,27.66,0.14,0
05-03-2024,West,Cola_Zero,1145,45,51525,0,0,31.89,0.2,0
06-03-2024,North,Cola_Classic,1422,40,56880,0,0,24.29,0.2,0
06-03-2024,North,Cola_Zero,901,45,40545,0,0,23.32,0.43,0
06-03-2024,South,Cola_Classic,1313,40,52520,0,0,19.18,0.5,0
06-03-2024,South,Cola_Zero,1333,36.77,49010.76,1,18.29,27.01,0.61,0
06-03-2024,East,Cola_Classic,1471,40,58840,0,0,25.03,1.02,0
06-03-2024,East,Cola_Zero,1085,45,48825,0,0,25.3,0.53,0
06-03-2024,West,Cola_Classic,1418,40,56720,0,0,23.74,9.14,0
06-03-2024,West,Cola_Zero,1099,45,49455,0,0,26.09,2.56,0
07-03-2024,North,Cola_Classic,1664,40,66560,0,0,27.19,0.05,0
07-03-2024,North,Cola_Zero,1136,45,51120,0,0,30.85,0.08,0
07-03-2024,South,Cola_Classic,1794,37.16,66671.46,1,7.09,27.93,0.82,0
07-03-2024,South,Cola_Zero,974,45,43830,0,0,25.39,4.31,0
07-03-2024,East,Cola_Classic,1901,33.7,64056.52,1,15.76,24.22,0.21,0
07-03-2024,East,Cola_Zero,926,45,41670,0,0,22.69,0.96,0
07-03-2024,West,Cola_Classic,1577,40,63080,0,0,26.08,1.02,0
07-03-2024,West,Cola_Zero,1316,37.68,49582.71,1,16.27,24.75,1.17,0
08-03-2024,North,Cola_Classic,2097,32.25,67622.4,1,19.38,27.71,0.2,0
08-03-2024,North,Cola_Zero,1035,45,46575,0,0,27.99,0.25,0
08-03-2024,South,Cola_Classic,1394,40,55760,0,0,22.08,0.63,0
08-03-2024,South,Cola_Zero,1170,45,52650,0,0,32.89,0.63,0
08-03-2024,East,Cola_Classic,1547,40,61880,0,0,23.6,0.15,0
08-03-2024,East,Cola_Zero,1079,45,48555,0,0,26.9,0.89,0
08-03-2024,West,Cola_Classic,1532,40,61280,0,0,20.91,2.52,0
08-03-2024,West,Cola_Zero,955,45,42975,0,0,24.35,1.87,0
09-03-2024,North,Cola_Classic,1690,40,67600,0,0,30.98,1.4,0
09-03-2024,North,Cola_Zero,1048,45,47160,0,0,27.52,3.45,0
09-03-2024,South,Cola_Classic,1560,40,62400,0,0,25.13,0.58,0
09-03-2024,South,Cola_Zero,970,45,43650,0,0,24.28,0.61,0
09-03-2024,East,Cola_Classic,1935,33.45,64722.09,1,16.38,19.99,0.21,0
09-03-2024,East,Cola_Zero,1032,45,46440,0,0,21.56,0.56,0
09-03-2024,West,Cola_Classic,1593,40,63720,0,0,26.29,1.2,0
09-03-2024,West,Cola_Zero,980,45,44100,0,0,21.66,0.18,0
10-03-2024,North,Cola_Classic,1478,40,59120,0,0,24.41,0.23,0
10-03-2024,North,Cola_Zero,1040,45,46800,0,0,28.26,0.14,0
10-03-2024,South,Cola_Classic,2114,34.44,72814.19,1,13.89,28.45,0.24,0
10-03-2024,South,Cola_Zero,964,45,43380,0,0,21.19,0.11,0
10-03-2024,East,Cola_Classic,1442,40,57680,0,0,23.13,0.71,0
10-03-2024,East,Cola_Zero,1075,45,48375,0,0,25.25,0.74,0
10-03-2024,West,Cola_Classic,1564,40,62560,0,0,28.75,0.25,0
10-03-2024,West,Cola_Zero,930,45,41850,0,0,27.39,1.14,0
11-03-2024,North,Cola_Classic,1348,40,53920,0,0,19.28,0.06,0
11-03-2024,North,Cola_Zero,1095,42.45,46477.4,1,5.68,21.04,0.21,0
11-03-2024,South,Cola_Classic,1401,40,56040,0,0,19.66,0.72,0
11-03-2024,South,Cola_Zero,1016,45,45720,0,0,23.77,0.28,0
11-03-2024,East,Cola_Classic,1520,37.89,57599.56,1,5.26,22.73,2.14,0
11-03-2024,East,Cola_Zero,1436,37.91,54444.18,1,15.75,31.74,0.53,0
11-03-2024,West,Cola_Classic,1588,40,63520,0,0,27.21,1.28,0
11-03-2024,West,Cola_Zero,1019,45,45855,0,0,25.04,0.66,0
12-03-2024,North,Cola_Classic,1495,40,59800,0,0,24.77,0.52,0
12-03-2024,North,Cola_Zero,1047,45,47115,0,0,24.01,2.08,0
12-03-2024,South,Cola_Classic,1465,40,58600,0,0,22.9,2.12,0
12-03-2024,South,Cola_Zero,1105,45,49725,0,0,29.41,0.12,0
12-03-2024,East,Cola_Classic,1507,40,60280,0,0,25.26,0.37,0
12-03-2024,East,Cola_Zero,1023,45,46035,0,0,24.44,0.05,0
12-03-2024,West,Cola_Classic,1416,40,56640,0,0,23.96,1.86,0
12-03-2024,West,Cola_Zero,1174,38.53,45237.31,1,14.37,22.22,0.13,0
13-03-2024,North,Cola_Classic,2011,36.96,74331.41,1,7.59,30.56,0.46,0
13-03-2024,North,Cola_Zero,1076,45,48420,0,0,21.85,0.29,0
13-03-2024,South,Cola_Classic,1629,40,65160,0,0,28.7,0.76,0
13-03-2024,South,Cola_Zero,1028,45,46260,0,0,24.9,0.07,0
13-03-2024,East,Cola_Classic,1970,33.24,65486.01,1,16.9,25.7,0.42,0
13-03-2024,East,Cola_Zero,959,45,43155,0,0,20.52,1.2,0
13-03-2024,West,Cola_Classic,1552,40,62080,0,0,25.26,0.81,0
13-03-2024,West,Cola_Zero,1098,45,49410,0,0,25.23,0.16,0
14-03-2024,North,Cola_Classic,1568,40,62720,0,0,25.33,0.21,0
14-03-2024,North,Cola_Zero,860,45,38700,0,0,19.37,1.07,0
14-03-2024,South,Cola_Classic,1808,36.51,66016.62,1,8.72,25.93,0.53,0
14-03-2024,South,Cola_Zero,1017,45,45765,0,0,23.84,0.17,0
14-03-2024,East,Cola_Classic,1602,40,64080,0,0,26.58,0.69,0
14-03-2024,East,Cola_Zero,1014,45,45630,0,0,24.41,0.84,0
14-03-2024,West,Cola_Classic,1555,40,62200,0,0,25.02,0.8,0
14-03-2024,West,Cola_Zero,947,45,42615,0,0,20.38,0.77,0
15-03-2024,North,Cola_Classic,1969,35.54,69979.31,1,11.15,26.45,1.33,0
15-03-2024,North,Cola_Zero,1441,36.27,52267.48,1,19.4,25.27,0.49,0
15-03-2024,South,Cola_Classic,1538,40,61520,0,0,26.73,2.21,0
15-03-2024,South,Cola_Zero,950,45,42750,0,0,19.28,0.61,0
15-03-2024,East,Cola_Classic,1399,40,55960,0,0,21.27,0.78,0
15-03-2024,East,Cola_Zero,998,45,44910,0,0,24.78,2.4,0
15-03-2024,West,Cola_Classic,1482,40,59280,0,0,26.35,1.51,0
15-03-2024,West,Cola_Zero,989,45,44505,0,0,22.11,0.42,0
16-03-2024,North,Cola_Classic,1560,40,62400,0,0,27.39,0.35,0
16-03-2024,North,Cola_Zero,1215,41.27,50144.63,1,8.29,28.94,1.69,0
16-03-2024,South,Cola_Classic,1940,33.06,64131.73,1,17.36,24.73,0.66,0
16-03-2024,South,Cola_Zero,1229,40.75,50076.81,1,9.45,24.74,1.11,0
16-03-2024,East,Cola_Classic,1620,40,64800,0,0,29.89,0.72,0
16-03-2024,East,Cola_Zero,1385,37.77,52317.55,1,16.06,27.92,1.1,0
16-03-2024,West,Cola_Classic,1419,40,56760,0,0,23.22,1.15,0
16-03-2024,West,Cola_Zero,1170,40.62,47525.46,1,9.73,26.34,0.07,0
17-03-2024,North,Cola_Classic,1464,40,58560,0,0,22.09,2.23,0
17-03-2024,North,Cola_Zero,967,45,43515,0,0,21.48,0.54,0
17-03-2024,South,Cola_Classic,1583,36.72,58131.5,1,8.19,20.24,0.16,0
17-03-2024,South,Cola_Zero,1024,45,46080,0,0,22.43,1.44,0
17-03-2024,East,Cola_Classic,1417,40,56680,0,0,20.05,0.12,0
17-03-2024,East,Cola_Zero,1205,41.4,49892.36,1,7.99,24.01,0.01,0
17-03-2024,West,Cola_Classic,1513,40,60520,0,0,19.89,0.33,0
17-03-2024,West,Cola_Zero,1092,45,49140,0,0,24.97,0.09,0
18-03-2024,North,Cola_Classic,1704,36.33,61901.21,1,9.18,23.03,0.83,0
18-03-2024,North,Cola_Zero,1080,45,48600,0,0,27.89,0.21,0
18-03-2024,South,Cola_Classic,1631,40,65240,0,0,29.38,2.52,0
18-03-2024,South,Cola_Zero,1061,45,47745,0,0,24.4,0.21,0
18-03-2024,East,Cola_Classic,1403,40,56120,0,0,19.78,0.8,0
18-03-2024,East,Cola_Zero,992,45,44640,0,0,24.63,2.56,0
18-03-2024,West,Cola_Classic,1561,40,62440,0,0,22.89,1.11,0
18-03-2024,West,Cola_Zero,1153,45,51885,0,0,31.15,0.89,0
19-03-2024,North,Cola_Classic,1531,40,61240,0,0,24.04,0.29,0
19-03-2024,North,Cola_Zero,957,45,43065,0,0,25.7,0.87,0
19-03-2024,South,Cola_Classic,1869,35.68,66693.05,1,10.79,25.63,2.44,0
19-03-2024,South,Cola_Zero,1215,38.11,46302.21,1,15.31,21.21,0.25,0
19-03-2024,East,Cola_Classic,2044,32.25,65916.05,1,19.38,26.77,2.51,0
19-03-2024,East,Cola_Zero,1035,45,46575,0,0,21.52,0.54,0
19-03-2024,West,Cola_Classic,1626,40,65040,0,0,30.58,0.55,0
19-03-2024,West,Cola_Zero,1197,40.51,48484.72,1,9.99,25.75,1.12,0
20-03-2024,North,Cola_Classic,1334,40,53360,0,0,17.97,2.79,0
20-03-2024,North,Cola_Zero,911,45,40995,0,0,25.02,1.98,0
20-03-2024,South,Cola_Classic,1503,40,60120,0,0,23.56,2.19,0
20-03-2024,South,Cola_Zero,1336,37.83,50540.66,1,15.93,27.38,1.02,0
20-03-2024,East,Cola_Classic,1693,35.83,60667.25,1,10.41,23.73,0.61,0
20-03-2024,East,Cola_Zero,1152,45,51840,0,0,33.97,1.84,0
20-03-2024,West,Cola_Classic,1603,40,64120,0,0,27.11,0.82,0
20-03-2024,West,Cola_Zero,1121,45,50445,0,0,33.18,0.22,0
21-03-2024,North,Cola_Classic,1396,40,55840,0,0,21.73,1.98,0
21-03-2024,North,Cola_Zero,1032,45,46440,0,0,24.67,1.36,0
21-03-2024,South,Cola_Classic,1484,40,59360,0,0,27.49,3.17,0
21-03-2024,South,Cola_Zero,1343,38.67,51937.68,1,14.06,27.5,1.01,0
21-03-2024,East,Cola_Classic,1821,33.81,61571.91,1,15.47,21.6,2.59,0
21-03-2024,East,Cola_Zero,971,45,43695,0,0,19.26,0.32,0
21-03-2024,West,Cola_Classic,1566,40,62640,0,0,25.48,0.52,0
21-03-2024,West,Cola_Zero,1121,45,50445,0,0,27.75,2.34,0
22-03-2024,North,Cola_Classic,1506,40,60240,0,0,28.23,0.01,0
22-03-2024,North,Cola_Zero,977,45,43965,0,0,23.72,0.63,0
22-03-2024,South,Cola_Classic,1539,40,61560,0,0,24.19,1,0
22-03-2024,South,Cola_Zero,1036,45,46620,0,0,28.28,0.16,0
22-03-2024,East,Cola_Classic,1493,40,59720,0,0,24.14,0.87,0
22-03-2024,East,Cola_Zero,1100,45,49500,0,0,26.88,1.19,0
22-03-2024,West,Cola_Classic,1420,40,56800,0,0,20.92,0.7,0
22-03-2024,West,Cola_Zero,1080,45,48600,0,0,21.71,0.25,0
23-03-2024,North,Cola_Classic,1685,40,67400,0,0,28.17,0.64,0
23-03-2024,North,Cola_Zero,1172,41.32,48429.9,1,8.17,21.86,0.59,0
23-03-2024,South,Cola_Classic,1509,40,60360,0,0,20.11,0.08,0
23-03-2024,South,Cola_Zero,957,45,43065,0,0,21.61,2.75,0
23-03-2024,East,Cola_Classic,2053,32.86,67462.32,1,17.85,26.19,0.26,0
23-03-2024,East,Cola_Zero,965,45,43425,0,0,24.78,0.82,0
23-03-2024,West,Cola_Classic,1480,40,59200,0,0,24.92,0.63,0
23-03-2024,West,Cola_Zero,1031,45,46395,0,0,24.55,2,0
24-03-2024,North,Cola_Classic,1435,40,57400,0,0,22.14,0.52,0
24-03-2024,North,Cola_Zero,889,45,40005,0,0,19.02,0.25,0
24-03-2024,South,Cola_Classic,1676,40,67040,0,0,28,0.69,0
24-03-2024,South,Cola_Zero,1426,36.23,51659.51,1,19.5,29.19,1.09,0
24-03-2024,East,Cola_Classic,1565,40,62600,0,0,26.35,1.56,0
24-03-2024,East,Cola_Zero,1026,45,46170,0,0,25.72,0.26,0
24-03-2024,West,Cola_Classic,1470,40,58800,0,0,24.51,0.08,0
24-03-2024,West,Cola_Zero,1010,45,45450,0,0,21.2,1.36,0
25-03-2024,North,Cola_Classic,1303,40,52120,0,0,19.2,0.56,0
25-03-2024,North,Cola_Zero,1303,38.15,49710.1,1,15.22,28.39,0.4,0
25-03-2024,South,Cola_Classic,1662,40,66480,0,0,29.94,0.47,0
25-03-2024,South,Cola_Zero,1298,40.14,52099.21,1,10.8,29.2,1.63,0
25-03-2024,East,Cola_Classic,1723,37.49,64596.35,1,6.27,27.7,0.83,0
25-03-2024,East,Cola_Zero,951,45,42795,0,0,23.44,0.74,0
25-03-2024,West,Cola_Classic,1583,40,63320,0,0,26.36,1.27,0
25-03-2024,West,Cola_Zero,1006,45,45270,0,0,25.85,0.39,0
26-03-2024,North,Cola_Classic,2095,33.29,69742.68,1,16.77,25.46,0.43,0
26-03-2024,North,Cola_Zero,1028,45,46260,0,0,24.85,0.26,0
26-03-2024,South,Cola_Classic,1511,40,60440,0,0,25.56,0.13,0
26-03-2024,South,Cola_Zero,1211,40.78,49385.37,1,9.38,23.9,1.64,0
26-03-2024,East,Cola_Classic,1451,40,58040,0,0,22.28,0.31,0
26-03-2024,East,Cola_Zero,1315,38.44,50544.04,1,14.59,26.16,0.63,0
26-03-2024,West,Cola_Classic,1654,36.82,60901.07,1,7.95,18.21,0.74,0
26-03-2024,West,Cola_Zero,1058,45,47610,0,0,29.15,2.43,0
27-03-2024,North,Cola_Classic,1453,40,58120,0,0,22.91,1.66,0
27-03-2024,North,Cola_Zero,1133,40.3,45663.72,1,10.44,23.66,0.87,0
27-03-2024,South,Cola_Classic,1561,40,62440,0,0,26.19,1.11,0
27-03-2024,South,Cola_Zero,1069,45,48105,0,0,25.32,0.14,0
27-03-2024,East,Cola_Classic,1557,40,62280,0,0,27.98,2.76,0
27-03-2024,East,Cola_Zero,1070,45,48150,0,0,27.45,0.53,0
27-03-2024,West,Cola_Classic,1576,40,63040,0,0,27.2,0.97,0
27-03-2024,West,Cola_Zero,971,45,43695,0,0,21.76,0.35,0
