date,region,tv_spend,digital_spend,influencer_spend,outdoor_spend,radio_spend
30-03-2024,South,49273.06126,16366.69682,6069.667924,5666.520406,4073.632088
30-03-2024,East,29904.39402,17374.33769,5561.109604,11802.27779,2166.691602
30-03-2024,West,28204.59242,17163.23388,3360.42168,5712.567278,2048.433901
31-03-2024,North,50869.03636,17375.08359,4766.257043,7965.355813,3398.812919
31-03-2024,South,46140.99181,16613.70611,3925.977839,6741.093353,2393.582599
31-03-2024,East,43167.87071,17643.72662,4325.232142,5209.44961,2328.68667
31-03-2024,West,51164.36091,12954.44777,6846.115739,11246.63569,3527.758559
01-04-2024,North,31347.86882,11213.86418,6075.06484,12746.33781,4575.617014
01-04-2024,South,39787.85546,10419.51223,7842.443888,12987.14192,3171.288147
01-04-2024,East,51479.22856,16018.8159,5912.113291,12480.73179,5247.079152
01-04-2024,West,43068.44379,11280.95746,4691.33753,14280.8364,2898.462447
02-04-2024,North,35676.34262,14320.76883,5197.024948,11129.39582,5772.303351
02-04-2024,South,32258.01051,11215.01376,3987.352449,13869.249,4583.243251
02-04-2024,East,33433.57652,18159.46939,7306.849982,13465.14339,5675.706135
02-04-2024,West,32558.26652,17550.41929,5302.697486,13419.98553,4913.962709
03-04-2024,North,46187.63361,16561.61838,3887.143847,10450.26919,5938.678958
03-04-2024,South,50372.08973,10431.73736,3824.074079,6317.287735,4903.91964
03-04-2024,East,47262.41858,12135.11366,5529.263465,13407.03028,4931.206179
03-04-2024,West,40098.16734,15903.4769,5541.802735,7975.484513,4260.087971
04-04-2024,North,43911.01785,18733.22916,6181.45677,12611.21537,2640.28654
04-04-2024,South,38000.49433,10093.3162,4233.394323,12264.61715,5967.239805
04-04-2024,East,28578.63059,14014.94316,7000.354843,7040.356346,4220.339797
04-04-2024,West,45059.8537,16159.8545,3940.123673,8553.845687,5135.167138
05-04-2024,North,40409.88937,10052.29614,6804.9538,5353.113549,4982.935131
05-04-2024,South,31264.49456,19580.7348,4839.703757,8269.316163,2595.552201
05-04-2024,East,33945.7096,18766.50762,7981.671688,8683.095305,3794.442524
05-04-2024,West,44773.84439,18861.9578,5965.221671,8915.256982,3650.487363
06-04-2024,North,44086.07181,10032.18264,6097.946687,8554.930104,5176.789325
06-04-2024,South,28417.75664,15882.02267,5404.864449,11423.25526,2259.414378
06-04-2024,East,41079.57847,15614.84588,5803.300472,11034.87667,4705.871749
06-04-2024,West,46929.71399,12698.2072,7125.247051,9982.556823,2308.233117
07-04-2024,North,27522.32416,13342.38319,6924.484886,12076.80935,5154.459859
07-04-2024,South,39448.99547,14401.98998,3737.262634,8281.927536,3736.077465
07-04-2024,East,28303.61117,12206.11953,5991.12647,12356.63114,5993.390046
07-04-2024,West,50260.94661,16425.652,5106.240266,11361.77365,5142.606472
08-04-2024,North,29076.74096,14099.0489,7199.011428,8838.329519,4287.489085
08-04-2024,South,41282.00338,11844.76253,4811.177208,8345.112887,2104.786834
08-04-2024,East,26628.98586,18316.97044,4365.35405,10180.78766,3194.902294
08-04-2024,West,50457.66037,12592.96759,5148.284064,13727.3025,5367.734267
09-04-2024,North,30838.63686,18026.4331,5290.934434,9829.688721,2533.91989
09-04-2024,South,28095.63936,17279.39307,5482.305762,9368.507026,4918.032915
09-04-2024,East,45903.33537,11589.08168,6051.125747,6353.540823,5005.500344
09-04-2024,West,43080.83406,19566.14621,3344.790082,5570.547212,3128.748299
10-04-2024,North,32804.34778,12469.78799,7531.272903,7495.461998,3087.798905
10-04-2024,South,45744.35482,14497.39842,6883.552785,5653.661576,3950.284775
10-04-2024,East,26873.9536,10626.53203,7532.187267,6392.453711,4129.682729
10-04-2024,West,36688.48567,13473.43326,7499.166728,5218.233968,4655.158745
11-04-2024,North,51048.25529,15601.68183,7684.11231,5522.578793,3675.173276
11-04-2024,South,32764.10257,17308.20965,7906.485452,7565.300624,4616.698406
11-04-2024,East,31150.53845,15653.30255,5319.662433,14720.0533,4434.109091
11-04-2024,West,35087.16567,11140.95785,3756.234144,7253.1693,3003.866645
12-04-2024,North,48116.0175,15612.22788,5616.954557,6147.688719,5440.558773
12-04-2024,South,44793.17188,10676.68362,6539.175486,10435.38217,2326.901383
12-04-2024,East,37915.81668,14846.96287,3828.872701,14456.98147,5399.901486
12-04-2024,West,43394.58077,14622.95561,5058.827708,11509.73467,4181.727478
13-04-2024,North,27619.10075,15125.02649,7032.018086,9592.398776,2207.82631
13-04-2024,South,46443.23318,12013.63782,4293.104174,6647.063534,3320.860259
13-04-2024,East,45675.53915,15193.8586,4024.406371,13778.30078,5518.32742
13-04-2024,West,48635.03905,12387.96211,5256.196721,14849.89656,5088.049905
14-04-2024,North,26706.35295,10652.04591,5319.656884,14092.20206,4154.807192
14-04-2024,South,38943.12521,11054.737,6283.900524,13221.03161,3521.68003
14-04-2024,East,46165.90812,19644.76654,4018.832296,10233.29631,3148.551832
14-04-2024,West,46614.21489,15775.93366,6172.912088,12979.1416,3583.881891
15-04-2024,North,49792.34178,15330.28867,3789.774114,11958.99118,5173.045402
15-04-2024,South,34235.8036,18571.79257,7530.716274,7769.044874,5934.085891
15-04-2024,East,29658.49973,12020.15668,3921.124196,13939.8971,4617.170209
15-04-2024,West,29954.71136,14403.23418,6076.490125,5834.64085,5529.665474
16-04-2024,North,46893.69192,15052.06774,7835.633076,9177.609793,5936.441276
16-04-2024,South,43365.91997,16346.71273,3829.774476,13819.27758,3709.958752
16-04-2024,East,30218.06855,10126.0752,5798.778418,10273.99622,4877.414489
16-04-2024,West,49146.70938,10794.06585,6657.482452,6874.119441,5432.708213
17-04-2024,North,47295.65136,15407.93755,6551.213993,8143.501132,3884.671596
17-04-2024,South,47362.55934,14592.65197,4788.991327,9942.124473,5312.99701
17-04-2024,East,34715.40923,11737.61593,6560.070102,13259.78213,2402.549914
17-04-2024,West,32236.72693,11419.7199,4739.707058,9503.509789,4995.305348
18-04-2024,North,42929.83721,16209.28567,4761.874733,13414.47553,3885.14867
18-04-2024,South,51456.72839,16341.42138,3631.323708,11761.77562,3300.416062
18-04-2024,East,43844.50711,10696.41148,3874.407186,13557.37259,2908.718228
18-04-2024,West,47763.06926,12792.76088,6214.40955,11941.50574,4050.619013
19-04-2024,North,33938.07759,12126.44376,3165.946773,8039.464012,4612.651162
19-04-2024,South,50395.92528,18712.04482,6830.323883,12884.47343,4659.939614
19-04-2024,East,32767.4583,19071.95031,6353.66156,10604.40631,2443.957877
19-04-2024,West,37623.44414,14603.58271,7322.818048,10466.4822,3521.602196
20-04-2024,North,51396.80854,11107.20593,5112.742142,5420.246752,4959.616483
20-04-2024,South,49869.99036,12800.3733,7291.708384,7922.182305,5643.080647
20-04-2024,East,45603.00949,18049.06777,3090.032778,14628.10357,4906.683968
20-04-2024,West,33923.52848,18293.94665,4407.605992,13727.5384,2450.321562
21-04-2024,North,44295.83541,15406.98477,3482.672351,7418.938283,2049.616145
21-04-2024,South,38187.9671,13012.65261,5991.787421,7972.378077,3199.676446
21-04-2024,East,45323.02317,10481.42836,7514.474976,13522.63874,4671.218733
21-04-2024,West,41423.76082,18923.02498,3926.650898,5789.691622,2958.04068
22-04-2024,North,46659.03525,10346.70267,5914.034175,14954.37516,5422.784375
22-04-2024,South,39557.58792,10636.40909,7156.867572,10989.78508,2459.731988
22-04-2024,East,28440.28941,19096.26819,6346.001315,13292.86799,5515.915601
22-04-2024,West,40866.08115,15174.46352,5152.137052,8169.465878,3738.383843
23-04-2024,North,46120.87105,16019.23431,7462.61645,9433.800144,4428.358315
23-04-2024,South,42413.99638,15916.97162,6513.168865,7374.334684,4049.45511
23-04-2024,East,28709.84487,13845.11328,5438.335343,11522.2426,5802.12421
23-04-2024,West,41616.92773,17435.93916,5531.330297,11341.04031,2283.728865
24-04-2024,North,32614.1811,13618.53093,5362.466775,5456.487455,2560.09639
24-04-2024,South,33197.172,19715.32691,4656.735036,9820.410581,2784.390851
24-04-2024,East,41880.28185,12806.83216,4034.962892,10165.72628,2022.023197
24-04-2024,West,26199.26485,12190.68809,3183.606813,6080.257541,3355.442597
25-04-2024,North,46867.22767,15720.48643,5563.33863,7934.888232,5727.014878
25-04-2024,South,36322.39107,10870.92767,6085.332581,6138.383935,3380.892571
25-04-2024,East,39192.71041,18742.22525,5467.732902,12022.58766,5971.267356
25-04-2024,West,29418.71712,12747.31526,4972.880378,9218.281785,3644.084301
26-04-2024,North,49597.88607,17140.32644,6039.52607,8093.727179,5295.161537
26-04-2024,South,50831.5733,18211.98283,3007.825526,11364.0137,2204.541526
26-04-2024,East,32697.78773,10595.247,6018.977265,11865.89913,2457.950552
26-04-2024,West,35979.81096,14562.36509,4845.265109,6210.250005,3675.791161
27-04-2024,North,45530.62924,10710.07665,3400.90007,8547.712918,5766.902846
27-04-2024,South,43382.88881,16786.69957,4809.599954,10936.60791,2040.524736
27-04-2024,East,42538.49721,19132.86948,6062.867342,13736.98593,4895.892222
27-04-2024,West,29134.51883,19024.53307,3332.219222,10339.67473,2568.548495
28-04-2024,North,26304.37188,14220.3426,4475.203538,9860.004938,4308.799547
28-04-2024,South,27137.21588,11230.03295,5793.211982,8431.673532,4916.69395
28-04-2024,East,42959.58286,18456.04363,6462.464133,9299.310774,4691.86649
28-04-2024,West,33159.91053,13063.13499,6944.9258,9464.195164,5193.521362
29-04-2024,North,47382.98172,18575.62338,7583.176179,9309.852205,3275.467273
29-04-2024,South,41137.16741,13711.72423,6005.370834,12055.85863,4753.620074
29-04-2024,East,35738.37506,11668.60202,5152.646692,6425.941441,5560.388141
29-04-2024,West,34992.81398,11544.59747,3127.2388,11458.22386,4547.60927
30-04-2024,North,34855.70833,10717.11889,5048.144474,8112.174951,4708.482559
30-04-2024,South,41750.26049,13645.93728,4089.462771,14880.35966,3816.006485
30-04-2024,East,43895.13013,11405.52968,5427.948498,5275.367199,4021.820472
30-04-2024,West,51064.45259,13842.06713,3194.980063,5309.557909,3551.94704
01-05-2024,North,30160.64835,10233.52096,6781.06807,9585.230089,3156.979088
01-05-2024,South,49402.16276,11161.3896,7779.594145,8139.667174,5553.614689
01-05-2024,East,41676.51479,18267.0736,7920.065816,7884.054378,5844.541942
01-05-2024,West,36126.52927,13855.11905,4701.935521,10414.07607,2616.580173
02-05-2024,North,40396.49862,15417.04812,6809.509063,13336.49962,3761.765401
02-05-2024,South,33860.66448,12593.34897,3973.119184,5576.475822,3369.791915
02-05-2024,East,33026.44,19664.17386,5788.544131,8472.77039,4321.870404
02-05-2024,West,29619.11423,14440.43749,6131.171607,9888.978318,3607.115203
03-05-2024,North,51840.05811,18803.14762,6117.029791,10693.77361,4482.641919
03-05-2024,South,31234.1148,13951.37743,3197.297664,9755.460375,4172.098336
03-05-2024,East,31921.49314,19640.28847,7547.273055,12221.43235,4133.546515
03-05-2024,West,48619.19815,11306.52344,6952.548971,6248.20814,5176.84265
04-05-2024,North,33169.95677,18770.90581,7720.210469,6487.959694,3850.70242
04-05-2024,South,51505.67183,14834.07436,7317.737613,10887.31522,3501.319632
04-05-2024,East,33430.37244,12032.23091,6808.990957,8865.405068,4045.101849
04-05-2024,West,38800.46248,15772.79029,7327.885728,14807.39344,3630.336834
05-05-2024,North,47515.49197,17645.27795,5867.644757,14560.47144,2801.898062
05-05-2024,South,28840.86947,18539.61967,5195.749083,13469.68854,5572.360821
05-05-2024,East,27623.89743,18834.64763,5241.595277,10104.32489,4506.370044
05-05-2024,West,50085.94777,10191.16094,5384.217342,11877.22042,4890.827831
06-05-2024,North,44005.84322,11344.35129,4496.977942,8587.155254,5217.748831
06-05-2024,South,33247.75668,12107.04964,7787.240095,5088.632851,5991.283423
06-05-2024,East,43597.35377,18284.69299,4473.096982,5143.152777,4951.478074
06-05-2024,West,47687.75952,17404.76132,3714.251437,12534.27922,5075.691128
07-05-2024,North,43122.05341,17661.15933,7229.607198,11136.04114,2354.418856
07-05-2024,South,38678.32305,10776.49335,5037.715155,9071.064891,2264.039377
07-05-2024,East,35069.33388,11109.98099,7041.17605,14476.88026,2289.265901
07-05-2024,West,50832.99539,15225.76599,4497.82839,5768.620753,4002.497072
08-05-2024,North,46657.40416,17070.86477,3251.130057,5729.018354,3611.493131
08-05-2024,South,33677.55285,12323.84323,4405.022495,13034.82743,5716.912215
08-05-2024,East,36532.67006,19061.11002,4607.478506,9764.369863,2904.115991
08-05-2024,West,42652.3771,19789.81115,6017.46548,8578.140841,4591.269784
09-05-2024,North,29195.93764,18886.5908,5515.419754,9493.49742,4343.459154
09-05-2024,South,42244.38043,10717.75806,6413.086106,7419.316803,4855.81053
09-05-2024,East,47385.90465,18039.58508,5762.504837,10201.69892,2571.503845
09-05-2024,West,46158.99991,12714.0938,5483.477114,7842.740929,2535.313452
10-05-2024,North,42368.50012,10543.32035,6743.226171,8175.867953,2000.538772
10-05-2024,South,39289.35762,10468.51909,4380.847789,12069.76487,2250.758486
10-05-2024,East,47822.8008,10038.19923,4234.119346,12409.04056,3265.080599
10-05-2024,West,28649.20209,13602.33919,4351.966432,13427.11902,3253.39167
11-05-2024,North,46512.24427,18918.72145,5169.087098,14099.43144,3509.272216
11-05-2024,South,51066.03883,10892.89525,6435.096333,9938.140405,3550.595222
11-05-2024,East,42450.50885,17038.57092,3021.816348,6669.530887,4852.184203
11-05-2024,West,43326.02075,19660.47505,6805.188951,14507.72708,4810.162006
12-05-2024,North,33749.35742,11053.64922,6909.119317,11441.49221,2192.74405
12-05-2024,South,35361.31211,19567.99815,5502.005729,9327.29136,3830.798421
12-05-2024,East,31430.95082,13687.07171,4849.06628,5523.550202,5070.270514
12-05-2024,West,36829.11523,18221.79887,7251.740006,7119.940547,4629.413929
13-05-2024,North,38279.32691,18801.56738,4078.703396,11778.132,4431.008489
13-05-2024,South,33677.83842,11366.00904,6258.198802,12385.97458,3262.509375
13-05-2024,East,42765.6477,13951.30908,6566.034416,6992.152749,5560.860011
13-05-2024,West,33472.64951,13677.85988,3290.45976,6115.122123,4063.447611
14-05-2024,North,32957.40959,18354.80226,3073.466943,8790.940487,3349.382187
14-05-2024,South,26502.5184,11243.68399,5068.213375,9928.645844,3617.158989
14-05-2024,East,39804.37964,15951.31675,3049.619106,9640.951595,5853.996964
14-05-2024,West,39494.83928,16775.42267,4559.31929,12739.91378,5091.685928
15-05-2024,North,39553.69724,19760.13823,3627.751074,5169.476649,5080.632847
15-05-2024,South,46986.04397,11202.07229,4327.914165,5175.523634,3173.234443
15-05-2024,East,46101.68872,15179.60528,4740.477966,8717.392949,2005.414503
15-05-2024,West,33794.81372,16464.58742,7870.972219,13470.60827,2094.379859
16-05-2024,North,49362.57572,17831.98413,6901.880618,9579.95759,3592.021172
16-05-2024,South,33875.80895,10656.94859,4141.176817,7466.03635,3936.308279
16-05-2024,East,45433.55457,14738.09828,3289.222247,14577.89801,5770.897276
16-05-2024,West,46414.92812,19913.27902,5722.411664,14627.6835,2302.420162
17-05-2024,North,35507.69945,12253.81268,3979.165421,6408.029489,4489.654566
17-05-2024,South,46314.36825,15782.98399,3734.813548,13111.2377,4543.818829
17-05-2024,East,36092.30836,16741.30296,4299.524896,8451.922085,5669.943373
17-05-2024,West,33553.11715,14699.88268,7450.705687,12077.2135,2248.812905
18-05-2024,North,29829.87915,10078.41591,6154.608951,9476.734254,2537.099404
18-05-2024,South,50906.28715,15296.59724,4209.466471,10006.03571,4718.481331
18-05-2024,East,27982.21967,12747.03815,7034.827454,9596.648704,4186.308568
18-05-2024,West,37253.21606,10438.99943,3828.748899,9455.416387,2836.741862
19-05-2024,North,27299.45475,18436.49664,7905.962646,12931.42874,5415.139687
19-05-2024,South,32291.40539,19606.26976,3984.628522,14514.2981,5979.277176
19-05-2024,East,44504.79295,19811.43732,5847.698898,7595.417832,3747.983543
19-05-2024,West,41432.58432,10730.81562,6111.716323,14811.77837,2760.430599
20-05-2024,North,46607.47302,19078.98794,7718.507964,14601.35604,4085.838555
20-05-2024,South,51410.00561,17573.10207,3808.357181,9769.001065,4873.324701
20-05-2024,East,32430.84821,16406.15184,6333.002395,6626.997438,4260.34125
20-05-2024,West,46062.29969,14988.95665,3060.515584,5090.384691,3428.117376
21-05-2024,North,50081.04578,12286.7678,6171.818444,7220.758707,3286.679959
21-05-2024,South,48049.09433,17288.61442,3476.996387,9287.02021,2116.679055
21-05-2024,East,38503.14381,16624.34012,3592.513118,7888.849389,3591.346502
21-05-2024,West,49907.80664,19932.55015,3224.556495,12610.07923,3486.896266
22-05-2024,North,36203.91284,17542.64973,7592.132161,14509.28595,4308.490344
22-05-2024,South,35285.15014,17875.49086,4255.006916,10640.74029,3434.313846
22-05-2024,East,43072.40792,12403.98913,3957.964729,14182.39087,2407.214732
22-05-2024,West,39154.9056,12208.52783,3194.649817,5360.188183,2700.887088
23-05-2024,North,48536.02922,12824.78744,7752.295853,10816.22293,3746.456759
23-05-2024,South,41082.3097,15166.98385,6793.881269,7824.96066,3412.201566
23-05-2024,East,49246.45187,19464.56513,7462.791137,9194.47994,5121.462012
23-05-2024,West,38384.72907,14975.39852,4023.400545,10911.30303,2744.543591
24-05-2024,North,34620.68218,18550.30202,4035.379046,5711.582852,2276.03037
24-05-2024,South,50460.39753,15069.20438,5047.060359,13108.78581,5343.303712
24-05-2024,East,34636.96686,16936.18057,6855.614079,11546.50687,2606.380299
24-05-2024,West,48772.96017,15390.94553,4412.362132,9252.281854,2150.284362
25-05-2024,North,29324.53683,17655.46751,3000.058174,9165.658285,4090.040724
25-05-2024,South,27420.49492,19730.78163,4130.626656,8041.987196,3215.770049
25-05-2024,East,31990.83322,10014.73822,6646.72397,14668.455,2897.173933
25-05-2024,West,43239.22699,17418.96327,7242.126895,9226.29197,3211.723623
26-05-2024,North,34457.67348,17126.21333,7083.897333,6816.139678,3483.764033
26-05-2024,South,49450.44512,18066.9352,7924.292014,12542.4826,3572.780804
26-05-2024,East,41356.58368,16610.14254,3392.279082,10444.96959,4837.283314
26-05-2024,West,30350.3539,17806.31717,5918.863903,14522.21786,2169.689193
27-05-2024,North,32898.47958,16015.53879,4482.799561,12144.24164,5036.02113
27-05-2024,South,28665.41507,15138.54464,5544.452778,8692.807702,5731.69945
27-05-2024,East,47515.16432,16972.09382,6571.633179,9617.161438,5683.978084
27-05-2024,West,44059.48111,17289.81062,7308.454519,7740.715893,5228.283615
28-05-2024,North,31076.25568,13453.41952,4678.052271,14785.25468,5426.148895
28-05-2024,South,44230.4164,17270.56762,5810.363972,14470.90667,3985.035012
28-05-2024,East,35893.46046,11630.35337,6931.028261,12344.43932,3537.420154
28-05-2024,West,26655.02876,18389.97328,3057.089917,12036.9978,5881.028439
29-05-2024,North,37379.19453,12349.73405,6524.35505,13171.28142,4185.721264
29-05-2024,South,51142.91716,10516.68722,5523.977992,12184.53947,5450.561885
29-05-2024,East,30660.64591,18000.03482,5763.535379,8965.53682,2526.860114
29-05-2024,West,48497.68973,11572.73208,4548.939296,7900.45532,5485.656137
30-05-2024,North,43490.27785,17966.81397,4252.339494,11248.741,4286.983933
30-05-2024,South,47653.5898,19060.8706,3060.783857,11740.19919,2207.343196
30-05-2024,East,40270.32529,12876.32729,4533.882998,8529.585035,4485.169796
30-05-2024,West,34685.29911,17326.99051,5022.636928,5683.532003,5135.03937
31-05-2024,North,33429.71644,14327.6688,6427.219416,8324.561571,2226.342625
31-05-2024,South,35721.94722,19444.48583,6208.671986,11714.79149,4529.128615
31-05-2024,East,31173.79561,14183.33864,6754.698992,6013.728976,3111.411104
31-05-2024,West,33184.29682,14320.18928,7901.843705,5675.025467,4074.803978
01-06-2024,North,30663.48173,19706.76545,3566.517524,9036.010024,4951.539939
01-06-2024,South,44318.41513,14227.28637,4732.62084,8976.123786,3057.105053
01-06-2024,East,31338.65641,14830.39698,4342.66878,7874.616649,4627.024254
01-06-2024,West,51181.97062,16036.37201,3384.897335,5755.836139,5805.692883
02-06-2024,North,33729.56055,10920.66986,5995.222936,11236.48778,4594.01928
02-06-2024,South,32952.45272,10151.10684,7825.076847,7508.930457,4704.105152
02-06-2024,East,44372.37662,16100.07417,4564.536971,7710.962538,4390.673131
02-06-2024,West,48518.48647,19467.33729,3529.529022,6548.286126,5778.945035
03-06-2024,North,45149.91594,18829.93825,4013.163171,10875.85871,4804.558378
03-06-2024,South,43682.90902,14081.51691,3076.974458,10829.26057,3012.406157
03-06-2024,East,37706.6104,19575.81015,4995.176588,13398.01607,2754.162423
03-06-2024,West,43483.97295,19770.06954,3509.465504,5083.199422,3734.331171
04-06-2024,North,28408.26256,17483.8435,7572.743319,9340.209727,3034.846569
04-06-2024,South,37294.48629,17234.47818,3045.270808,10894.53989,4453.16674
04-06-2024,East,42579.89442,12420.2208,6570.263617,5913.914863,2797.081346
04-06-2024,West,48814.22121,17387.23151,3068.72777,7483.762604,2857.625932
05-06-2024,North,33040.96453,12475.5977,3312.631479,9589.405166,4930.933899
05-06-2024,South,41775.02484,16728.71669,3405.745893,14514.9071,5353.967335
05-06-2024,East,46932.34828,18229.83805,7663.552541,10442.53966,2801.128071
05-06-2024,West,42036.3738,17428.81494,6689.586967,10214.49024,2273.834877
06-06-2024,North,35648.9364,19207.66608,5922.244549,10383.31943,3075.414058
06-06-2024,South,35579.67192,18953.46089,6332.315238,12873.87027,3817.381692
06-06-2024,East,42386.42771,12483.83609,6527.304151,9276.013337,3770.182059
06-06-2024,West,42882.38044,19362.80621,3320.031733,13247.43237,3169.532442
07-06-2024,North,37541.90582,10219.13329,4505.230389,10026.31243,2224.704309
07-06-2024,South,38768.48896,19271.10629,3526.966091,12644.40728,3638.684214
07-06-2024,East,43034.51658,12602.36598,3797.461313,6604.626143,2281.967783
07-06-2024,West,30826.81433,16642.19385,7408.453059,13141.25686,4740.537239
08-06-2024,North,28871.22845,12891.87446,4549.034377,7499.569464,4060.022639
08-06-2024,South,39924.39919,13568.85975,4768.945794,13285.55598,5157.171393
08-06-2024,East,34002.69162,19137.88444,7764.075085,8267.42542,3417.699795
08-06-2024,West,39146.48799,19411.20813,7381.597166,6025.679626,3570.922973
09-06-2024,North,40387.65093,15031.32473,3969.31534,13588.16771,4707.763132
09-06-2024,South,47785.61775,18587.64279,6741.779268,9392.106012,4442.18702
09-06-2024,East,30169.50056,16736.45417,3896.266279,11939.49591,2918.392643
09-06-2024,West,29056.3338,11652.8449,3009.960676,12187.39618,4929.604196
10-06-2024,North,39388.2671,11613.62801,3417.771688,5191.289664,2662.992708
10-06-2024,South,49162.24391,12415.36842,4771.356636,6053.454845,2889.445219
10-06-2024,East,39499.83884,16077.52683,4226.761571,5577.321592,3564.131477
10-06-2024,West,32089.28764,12195.53923,7799.314014,11163.00486,4227.513773
11-06-2024,North,36810.15269,14289.44333,5704.525019,11964.29807,4808.584385
11-06-2024,South,30464.0416,15001.12752,5059.790475,13705.26966,4525.675685
11-06-2024,East,39845.10573,11153.94642,6028.189447,6172.039057,3348.826302
11-06-2024,West,29713.89109,16920.73647,4031.260569,8918.593732,5582.69911
12-06-2024,North,31312.22597,15078.05064,5096.358306,5181.24041,5171.032454
12-06-2024,South,27795.19356,14742.55021,5803.391475,11284.26457,4754.526517
12-06-2024,East,32585.08197,10099.78777,6617.218312,10356.56599,5344.470813
12-06-2024,West,47356.09744,18433.26168,5425.4733,8336.283958,5166.23281
13-06-2024,North,37733.64694,11834.42196,7274.870098,13825.59877,3865.239025
13-06-2024,South,27968.19291,13878.2609,7017.688297,14017.74029,2813.89097
13-06-2024,East,27741.31391,18773.50453,4947.024695,10417.60964,5872.263248
13-06-2024,West,27730.68293,16483.18007,3370.527113,8754.689285,5215.258181
14-06-2024,North,37270.27805,19971.82354,5795.296425,8211.621526,2880.445304
14-06-2024,South,35113.53389,13725.33274,3343.568389,8695.741994,3856.954079
14-06-2024,East,44791.18156,16567.29485,6543.828276,5083.636819,2870.669598
14-06-2024,West,43203.7915,14839.89368,3026.567378,13044.94642,5091.238293
15-06-2024,North,40258.89824,10664.63326,6832.575248,10837.13588,5127.839909
15-06-2024,South,45545.4218,18030.02072,5590.040332,6403.245182,4684.629894
15-06-2024,East,42132.31841,17422.53187,3849.40503,6949.751999,5561.638069
15-06-2024,West,45499.42276,19082.28489,6793.576606,10971.55306,4616.530948
16-06-2024,North,49117.32602,15788.06755,6161.956622,6564.76716,3895.68488
16-06-2024,South,44626.32491,12709.42698,4011.270903,8138.268082,2966.002512
16-06-2024,East,31587.72856,14248.50843,7539.192569,10070.59647,2751.681523
16-06-2024,West,28001.2634,16961.56145,4913.993822,13218.30947,4638.043075
17-06-2024,North,46702.27771,12719.46039,6461.794612,7640.619847,5756.273918
17-06-2024,South,42545.73132,13245.118,4347.559311,6909.265851,4778.563836
17-06-2024,East,31686.60594,15953.03266,4323.175135,11619.68945,5259.758914
17-06-2024,West,46228.65632,17608.51331,3938.612028,5883.84947,4795.795314
18-06-2024,North,35577.02756,14323.46226,3155.745464,7595.764493,2134.705615
18-06-2024,South,48858.83009,12433.96683,5786.685848,5389.793207,4667.389565
18-06-2024,East,34398.71099,18979.19187,7440.590945,8252.906184,5603.843583
18-06-2024,West,51900.09951,18254.15664,7224.356739,7490.087361,4306.809595
19-06-2024,North,27748.65376,10949.17937,7994.46306,8266.392494,4992.735648
19-06-2024,South,46973.29138,18580.23271,7988.141487,7414.964853,2161.403307
19-06-2024,East,36690.97947,11300.8067,3112.129446,8604.268271,5134.953004
19-06-2024,West,40720.69797,13127.77989,6271.710027,7320.181803,2057.525784
20-06-2024,North,45873.18805,16237.43085,6811.513123,5389.380167,5348.478511
20-06-2024,South,42107.6812,15633.95351,6123.070241,13644.33247,4347.746026
20-06-2024,East,41104.70988,19906.79157,6783.650835,9422.938055,4829.588
20-06-2024,West,36119.99226,12288.75462,5984.259384,14281.82098,5716.55808
21-06-2024,North,34889.53723,15276.77466,4058.179493,14956.31109,5924.471631
21-06-2024,South,42887.23217,18044.1406,6575.500806,10931.58219,2213.391988
21-06-2024,East,37823.87291,16747.86302,6387.658069,8731.226184,5766.767947
21-06-2024,West,30351.28284,15003.59446,6454.419883,11971.35806,4594.555827
22-06-2024,North,33157.49355,11562.06569,6179.701634,10993.02116,2717.424041
22-06-2024,South,44333.61778,14551.71992,6338.802958,13373.6708,2678.913714
22-06-2024,East,26497.76657,17791.02586,6048.487126,11996.3957,5352.6199
22-06-2024,West,46873.08431,19609.20147,5679.675394,9884.956327,3607.5488
23-06-2024,North,29995.96711,15726.07233,4385.062622,14213.07512,4332.763217
23-06-2024,South,41413.84469,13549.24661,3259.94676,5317.437654,3693.340577
23-06-2024,East,28198.69983,16068.46956,7404.865028,13829.14817,4636.181641
23-06-2024,West,31492.02762,18629.96831,7430.467177,6966.53585,4949.704343
24-06-2024,North,33449.50827,18026.40312,7986.1895,5300.260053,5589.463463
24-06-2024,South,42188.39387,19733.82619,5325.047588,13473.87931,2249.576274
24-06-2024,East,34717.2553,10670.16538,7876.715667,13169.73907,5410.189685
24-06-2024,West,50387.09602,10851.03486,4927.987963,5710.34889,2843.172406
25-06-2024,North,31963.5102,14691.07211,4342.810837,6009.781068,2669.964356
25-06-2024,South,29829.16465,19730.76798,6796.462535,14677.61465,3758.961946
25-06-2024,East,33237.58052,17982.93197,4631.26959,7993.833737,2930.023969
25-06-2024,West,29371.65343,12564.63061,4776.598742,11739.94208,2250.259369
26-06-2024,North,31473.18043,18090.2364,3734.609618,8426.451465,5458.635687
26-06-2024,South,30028.05809,10827.36836,5422.689975,8024.195113,4253.633458
26-06-2024,East,46898.92715,11371.48488,5903.495423,10055.0876,2576.315144
26-06-2024,West,42223.96062,12736.40418,5439.171593,5822.723243,3838.336229
27-06-2024,North,33968.05017,18223.81211,3284.893635,9186.072749,3833.725697
27-06-2024,South,44850.15798,15742.87575,6336.061686,12770.49286,5448.811895
27-06-2024,East,34160.76291,15380.22705,7200.540392,14894.51131,5558.077244
